,team_id,in_degree,out_degree,avg_total_degree,med_in_degree,med_out_degree,clustering_coef,avg_clustering_coef,betweenness,avg_betweenness,pagerank,avg_pagerank,max_clique,max_cliques,league,top_half,team_name,league_position
93,3204,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 1. 8. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 4. 2. 3. 3. 0.],1.444444444,0,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.1111111111111111, 14: 0.5, 15: 0.14374450288712218, 16: 0.5011725855844853, 17: 0}",0.069779344,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.003676470588235294, 7: 0.003676470588235294, 8: 0.003676470588235294, 9: 0.003676470588235294, 10: 0.003676470588235294, 11: 0.011029411764705883, 12: 0.003676470588235294, 13: 0.007352941176470588, 14: 0.014705882352941176, 15: 0.007352941176470588, 16: 0.01838235294117647, 17: 0.003676470588235294}",0.005923203,"{0: 0.05026341593923157, 1: 0.05026341593923157, 2: 0.05026341593923157, 3: 0.05026341593923157, 4: 0.05026341593923157, 5: 0.05026341593923157, 6: 0.05026341593923157, 7: 0.05026341593923157, 8: 0.05026341593923157, 9: 0.05026341593923157, 10: 0.05026341593923157, 11: 0.060794990807917594, 12: 0.05026341593923157, 13: 0.08257405083484665, 14: 0.06318851419922497, 15: 0.08257405083484665, 16: 0.057443986113153704, 17: 0.05026341593923157}",0.050263416,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11], [12], [13], [14], [15], [16], [17]]",3,0,SPAL,17
84,3219,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  1.  1.  1. 11.  0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 2. 1. 4. 4. 1.],1.777777778,0,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.09416337707895306, 13: 0.25, 14: 0, 15: 0.033070855249337484, 16: 0.2658792324146791, 17: 0}",0.035728526,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.003676470588235294, 7: 0.003676470588235294, 8: 0.003676470588235294, 9: 0.003676470588235294, 10: 0.003676470588235294, 11: 0.003676470588235294, 12: 0.011029411764705883, 13: 0.007352941176470588, 14: 0.014705882352941176, 15: 0.011029411764705883, 16: 0.022058823529411766, 17: 0.011029411764705883}",0.006740196,"{0: 0.051069302693117324, 1: 0.051069302693117324, 2: 0.051069302693117324, 3: 0.051069302693117324, 4: 0.051069302693117324, 5: 0.051069302693117324, 6: 0.051069302693117324, 7: 0.051069302693117324, 8: 0.051069302693117324, 9: 0.051069302693117324, 10: 0.051069302693117324, 11: 0.051069302693117324, 12: 0.0885194813981885, 13: 0.06979445945684742, 14: 0.05234604244016966, 15: 0.05617626168132664, 16: 0.05617626168132664, 17: 0.06415586102473315}",0.051069303,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11], [12], [13], [14], [15], [16], [17]]",3,0,Benevento,20
94,3315,[ 0.  0.  0.  1.  3.  0.  1.  3.  1.  0.  1.  4.  0.  6.  4.  2. 10.  1.],[0. 0. 0. 1. 3. 1. 3. 4. 1. 0. 2. 5. 1. 4. 4. 4. 1. 3.],4.111111111,1,1.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.0, 5: 0, 6: 0.0, 7: 0.0, 8: 0, 9: 0, 10: 0.16666666666666666, 11: 0.14312335086613667, 12: 0, 13: 0.3176311987175353, 14: 0.2222222222222222, 15: 0.16381123377455678, 16: 0, 17: 0.06999561388304851}",0.060191683,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.0661764705882353, 4: 0.1213235294117647, 5: 0.04779411764705882, 6: 0.11764705882352941, 7: 0.11029411764705882, 8: 0.08823529411764706, 9: 0.003676470588235294, 10: 0.04411764705882353, 11: 0.20220588235294118, 12: 0.014705882352941176, 13: 0.11397058823529412, 14: 0.15808823529411764, 15: 0.051470588235294115, 16: 0.051470588235294115, 17: 0.05514705882352941}",0.069852941,"{0: 0.040951096784751645, 1: 0.040951096784751645, 2: 0.040951096784751645, 3: 0.04901629857974636, 4: 0.06753754447006188, 5: 0.05804468985605976, 6: 0.07457721836125585, 7: 0.06726806883072495, 8: 0.04771320755833112, 9: 0.040951096784751645, 10: 0.04589717567627733, 11: 0.10357476863925755, 12: 0.044375554467156034, 13: 0.05735129351514169, 14: 0.07549982098585058, 15: 0.05544845704185859, 16: 0.04247271799387294, 17: 0.04741879688539863}",0.048364753,2,"[[4, 7], [11, 14]]",3,0,Sassuolo,11
43,3766,[ 0.  0.  0.  2.  2.  3.  1.  3.  1.  1.  1.  3.  9.  8.  3.  3. 34.  2.],[ 0.  0.  1.  2.  2.  3.  1.  5.  2.  4.  4.  3. 11.  7.  5.  9. 10.  7.],8.444444444,2,3.5,"{0: 0, 1: 0, 2: 0, 3: 0.16666666666666666, 4: 0.16666666666666666, 5: 0.09259259259259259, 6: 0, 7: 0.03888888888888889, 8: 0.0, 9: 0.018518518518518517, 10: 0.0, 11: 0.09883264245596086, 12: 0.024811329326438154, 13: 0.06337326024666945, 14: 0.05342806485691004, 15: 0.013790383386664976, 16: 0.05667995877621333, 17: 0.01873463068407208}",0.045165756,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.058823529411764705, 3: 0.24632352941176472, 4: 0.2426470588235294, 5: 0.29411764705882354, 6: 0.3235294117647059, 7: 0.47058823529411764, 8: 0.13970588235294118, 9: 0.35294117647058826, 10: 0.11397058823529412, 11: 0.14705882352941177, 12: 0.46875, 13: 0.3069852941176471, 14: 0.14338235294117646, 15: 0.20955882352941177, 16: 0.1636029411764706, 17: 0.1636029411764706}",0.214052288,"{0: 0.05165657217218712, 1: 0.05165657217218712, 2: 0.05330710245229393, 3: 0.05631389427403283, 4: 0.05562136119863063, 5: 0.05950318848507078, 6: 0.05338497400517134, 7: 0.0623105791566874, 8: 0.053688546279595316, 9: 0.05782885043661707, 10: 0.053517594484072895, 11: 0.05250203371987919, 12: 0.06241601339583967, 13: 0.05534167408983058, 14: 0.055951097210773605, 15: 0.05586618333296662, 16: 0.05511814209867109, 17: 0.054015621035492796}",0.055229908,2,"[[12, 9], [12, 15], [13, 14], [16, 17], [17, 15]]",4,1,Olympique Lyonnais,3
50,3767,[ 0.  0.  2.  4.  7.  3. 10. 21.  6. 12. 27. 13. 15. 21. 11.  7. 46.  7.],[ 0.  2.  2.  6. 11.  4. 12. 23.  6. 14. 32. 16. 16. 27. 13.  9. 10.  9.],23.55555556,8.5,10.5,"{0: 0, 1: 0.0, 2: 0.0, 3: 0.061823453460695954, 4: 0.033326687833979, 5: 0.008333333333333333, 6: 0.03509566997353661, 7: 0.017845272803237933, 8: 0.053215102037817694, 9: 0.03229733248861482, 10: 0.013173319851392596, 11: 0.0206783442132827, 12: 0.028624217362282798, 13: 0.01391789860785194, 14: 0.03016540117953305, 15: 0.03785524724367012, 16: 0.05972939851479664, 17: 0.01847998756812799}",0.025808926,"{0: 0.003676470588235294, 1: 0.0625, 2: 0.11519607843137256, 3: 0.1568627450980392, 4: 0.11397058823529412, 5: 0.2071078431372549, 6: 0.19301470588235295, 7: 0.5098039215686274, 8: 0.11029411764705882, 9: 0.13970588235294118, 10: 0.44791666666666663, 11: 0.30453431372549017, 12: 0.18382352941176472, 13: 0.15747549019607843, 14: 0.13174019607843138, 15: 0.11029411764705882, 16: 0.0625, 17: 0.06985294117647059}",0.171126089,"{0: 0.05258517286284104, 1: 0.05504832500105032, 2: 0.054795365138737555, 3: 0.05485006898041253, 4: 0.05605439483225103, 5: 0.0553323843355785, 6: 0.057671910288720776, 7: 0.059730887194194636, 8: 0.053823729196950186, 9: 0.05550246181895657, 10: 0.05872894929556126, 11: 0.05598973068412165, 12: 0.05619032606156935, 13: 0.0573596472000708, 14: 0.05519346851787213, 15: 0.054654288432006586, 16: 0.05327914361727417, 17: 0.05320974654183085}",0.055262926,3,"[[7, 10, 8], [7, 10, 9], [12, 10, 9], [12, 10, 13]]",4,1,PSG,1
58,3770,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  3.  0.  0.  4.  3.  1. 12.  3.],[0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 6. 2. 0. 4. 3. 2. 5. 2.],3,0,0.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2824901312368592, 10: 0.07372768418219228, 11: 0.0, 12: 0, 13: 0.033070855249337484, 14: 0.16666666666666666, 15: 0.0, 16: 0.21567713128869231, 17: 0.0}",0.04286847,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.029411764705882353, 7: 0.003676470588235294, 8: 0.003676470588235294, 9: 0.03308823529411765, 10: 0.0625, 11: 0.01838235294117647, 12: 0.003676470588235294, 13: 0.0625, 14: 0.05514705882352941, 15: 0.025735294117647058, 16: 0.0625, 17: 0.04044117647058824}",0.023488562,"{0: 0.05080404291969818, 1: 0.05080404291969818, 2: 0.05080404291969818, 3: 0.05080404291969818, 4: 0.05080404291969818, 5: 0.05080404291969818, 6: 0.05670832607696537, 7: 0.05080404291969818, 8: 0.05080404291969818, 9: 0.059712820258709415, 10: 0.0886900442142253, 11: 0.0578274748677539, 12: 0.05080404291969818, 13: 0.060171744800731924, 14: 0.0557526897021704, 15: 0.05274819552042635, 16: 0.05840412276130731, 17: 0.05274819552042635}",0.051776119,2,"[[9, 10], [14, 16], [14, 13]]",4,1,Nantes,9
44,3771,[ 0.  0.  0.  1.  3.  1.  2.  6.  3.  2.  3.  3.  6.  9.  3.  4. 34.  6.],[ 0.  0.  0.  2.  3.  1.  3.  6.  3.  3.  7.  4.  8. 16.  8.  7.  6.  9.],9.555555556,3,3.5,"{0: 0, 1: 0, 2: 0, 3: 0.1111111111111111, 4: 0.1111111111111111, 5: 0, 6: 0.023331871294349504, 7: 0.04235082649567137, 8: 0.06036890833138654, 9: 0.023331871294349504, 10: 0.04232684555250576, 11: 0.06481481481481481, 12: 0.04122267067851958, 13: 0.01754405602288087, 14: 0.03353730127892044, 15: 0.023062956471533017, 16: 0.13001997590130002, 17: 0.013012122050809748}",0.04095258,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.09558823529411764, 4: 0.14338235294117646, 5: 0.09558823529411764, 6: 0.20159313725490197, 7: 0.31924019607843135, 8: 0.1636029411764706, 9: 0.12316176470588236, 10: 0.2555147058823529, 11: 0.12745098039215685, 12: 0.14093137254901958, 13: 0.2855392156862745, 14: 0.09558823529411764, 15: 0.051470588235294115, 16: 0.05514705882352941, 17: 0.0625}",0.123740468,"{0: 0.05179779014496027, 1: 0.05179779014496027, 2: 0.05179779014496027, 3: 0.053178880752632995, 4: 0.05905492066680797, 5: 0.05262069967220119, 6: 0.056109154379864495, 7: 0.06165276583514673, 8: 0.05493916492694645, 9: 0.05436083409010487, 10: 0.06215159509686072, 11: 0.05602434442646465, 12: 0.05651496342102581, 13: 0.06272908602609825, 14: 0.05715424593843836, 15: 0.05266407320330212, 16: 0.05254031848068185, 17: 0.05291158264854264}",0.05465,2,"[[8, 11], [8, 7], [10, 12], [10, 13], [13, 14]]",4,1,Olympique Marseille,4
41,3772,[ 0.  0.  0.  0.  0.  0.  0.  1.  2.  1.  8.  5.  5.  8.  2.  1. 19.  2.],[0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 9. 6. 8. 9. 5. 1. 8. 2.],6,1,2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.11357003705200873, 8: 0.1875, 9: 0.09921256574801246, 10: 0.037047663813805386, 11: 0.061547342729139844, 12: 0.026645101026430796, 13: 0.03327670323349435, 14: 0.00625, 15: 0, 16: 0.05358973911278915, 17: 0.125}",0.041313286,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.003676470588235294, 7: 0.051470588235294115, 8: 0.0625, 9: 0.04779411764705882, 10: 0.12867647058823528, 11: 0.07720588235294118, 12: 0.06985294117647059, 13: 0.04779411764705882, 14: 0.07352941176470588, 15: 0.01838235294117647, 16: 0.04044117647058824, 17: 0.03676470588235294}",0.037785948,"{0: 0.05116807388284934, 1: 0.05116807388284934, 2: 0.05116807388284934, 3: 0.05116807388284934, 4: 0.05116807388284934, 5: 0.05116807388284934, 6: 0.05116807388284934, 7: 0.05337229746137116, 8: 0.0580991600507566, 9: 0.05924823298226581, 10: 0.07165423926501925, 11: 0.05989254305795009, 12: 0.07074856794219475, 13: 0.05638447342050496, 14: 0.05455769185887801, 15: 0.05151755448263814, 16: 0.053963918681159725, 17: 0.052384803617316046}",0.052878551,2,"[[9, 12], [10, 11], [10, 7]]",4,1,Bordeaux,6
53,3774,[ 0.  0.  0.  0.  1.  0.  3.  7.  4.  4.  4.  5.  1.  4.  3.  3. 14.  2.],[0. 0. 0. 0. 1. 1. 5. 7. 4. 5. 6. 5. 3. 5. 3. 3. 2. 5.],6.111111111,3,3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.05877713275252852, 7: 0.09644551760027373, 8: 0.19754028687264374, 9: 0.10649802624737184, 10: 0.04447468910518238, 11: 0.1179340394228909, 12: 0.10780837716534164, 13: 0.15974703937105775, 14: 0.160305087577628, 15: 0.05249671041228638, 16: 1.7118305254657682, 17: 0.025}",0.157714302,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.09558823529411764, 5: 0.051470588235294115, 6: 0.20955882352941177, 7: 0.27389705882352944, 8: 0.1323529411764706, 9: 0.09191176470588236, 10: 0.28125, 11: 0.27941176470588236, 12: 0.09191176470588236, 13: 0.16911764705882354, 14: 0.20588235294117646, 15: 0.14154411764705882, 16: 0.051470588235294115, 17: 0.17830882352941177}",0.126021242,"{0: 0.04750561784636501, 1: 0.04750561784636501, 2: 0.04750561784636501, 3: 0.04750561784636501, 4: 0.05023918930664337, 5: 0.05262860470271402, 6: 0.06866473867596294, 7: 0.06549825841372195, 8: 0.05715191859888437, 9: 0.066020563385528, 10: 0.06524313004654712, 11: 0.062432230756826246, 12: 0.051759811293320884, 13: 0.06103152027524708, 14: 0.05295110044572644, 15: 0.053963520521333325, 16: 0.048840533664984316, 17: 0.053552408527099804}",0.053251754,2,"[[7, 8], [7, 10], [7, 6], [9, 6], [11, 14], [13, 10]]",4,1,Rennes,5
57,3775,[ 0.  0.  0.  0.  0.  0.  1.  6.  0.  2.  9.  1.  3.  9.  6.  0. 12.  3.],[ 1.  0.  0.  0.  0.  0.  1.  7.  0.  3.  9.  1.  6. 11.  6.  0.  3.  4.],5.777777778,1,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.07836593980776545, 8: 0, 9: 0.1369081050585982, 10: 0.08767677258398854, 11: 0, 12: 0.07359789466386328, 13: 0.05361502857194321, 14: 0.09453511795718757, 15: 0, 16: 0.5829152670810961, 17: 0.030285343213868995}",0.063216637,"{0: 0.04044117647058824, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.07352941176470588, 7: 0.1715686274509804, 8: 0.003676470588235294, 9: 0.07352941176470588, 10: 0.21936274509803924, 11: 0.07352941176470588, 12: 0.07352941176470588, 13: 0.13848039215686275, 14: 0.125, 15: 0.003676470588235294, 16: 0.09926470588235294, 17: 0.08455882352941177}",0.066584967,"{0: 0.051995513029106696, 1: 0.05022587843383119, 2: 0.05022587843383119, 3: 0.05022587843383119, 4: 0.05022587843383119, 5: 0.05022587843383119, 6: 0.051995513029106696, 7: 0.06601053099226092, 8: 0.05022587843383119, 9: 0.054508156114740955, 10: 0.07074496144699222, 11: 0.0514902289599434, 12: 0.06128323407908195, 13: 0.06984567953590361, 14: 0.06359521874114886, 15: 0.05022587843383119, 16: 0.052892118834145144, 17: 0.05405769620075125}",0.051995513,2,"[[6, 7], [10, 7], [10, 9], [10, 12], [10, 13], [10, 14], [16, 13], [17, 14]]",4,1,Nice,8
42,3776,[ 0.  1.  0.  0.  1.  1.  3.  3.  2.  4.  4.  1.  1.  8. 10.  1. 21.  7.],[ 0.  2.  0.  0.  1.  1.  5.  4.  3.  4.  5.  1.  4. 14. 10.  1.  4.  9.],7.555555556,1.5,3.5,"{0: 0, 1: 0.0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.05714285714285714, 7: 0.023809523809523808, 8: 0.0854143107611476, 9: 0.09571052618547016, 10: 0.05556973678346157, 11: 0, 12: 0.0427071553805738, 13: 0.023541811952140206, 14: 0.04881012714604491, 15: 0, 16: 0.2621818099652332, 17: 0.026480089284585926}",0.040075997,"{0: 0.003676470588235294, 1: 0.11029411764705882, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.08823529411764706, 5: 0.10294117647058823, 6: 0.17279411764705882, 7: 0.1801470588235294, 8: 0.1323529411764706, 9: 0.07904411764705882, 10: 0.0900735294117647, 11: 0.04044117647058824, 12: 0.01838235294117647, 13: 0.09191176470588236, 14: 0.11580882352941177, 15: 0.04044117647058824, 16: 0.05514705882352941, 17: 0.08088235294117647}",0.078329248,"{0: 0.050595178465493135, 1: 0.061820865816268056, 2: 0.050595178465493135, 3: 0.050595178465493135, 4: 0.05299787823149999, 5: 0.053645054624798516, 6: 0.06847660899783418, 7: 0.06130018654402621, 8: 0.05794687251380521, 9: 0.055751242403680616, 10: 0.05494794392780486, 11: 0.051196142532573735, 12: 0.057993113870783625, 13: 0.058954670525311795, 14: 0.057090797071160715, 15: 0.05085398046660417, 16: 0.051630386469937284, 17: 0.0536087206074316}",0.054296499,2,"[[6, 7], [14, 17], [14, 13]]",4,0,Lille,17
45,3777,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  4.  1.  5.  0.  0. 19.  7.],[ 0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  4.  1.  6.  3.  2.  7. 11.],4.111111111,0,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.07444152036647679, 12: 0, 13: 0.03385401294073572, 14: 0.0, 15: 0.0, 16: 0.0607338605719876, 17: 0.014820231409643399}",0.010213868,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.003676470588235294, 7: 0.022058823529411766, 8: 0.003676470588235294, 9: 0.022058823529411766, 10: 0.01838235294117647, 11: 0.04044117647058824, 12: 0.04779411764705882, 13: 0.09926470588235294, 14: 0.025735294117647058, 15: 0.01838235294117647, 16: 0.10661764705882353, 17: 0.0661764705882353}",0.027573529,"{0: 0.05407183127457813, 1: 0.05407183127457813, 2: 0.05407183127457813, 3: 0.05407183127457813, 4: 0.05407183127457813, 5: 0.05407183127457813, 6: 0.05407183127457813, 7: 0.05518477516082614, 8: 0.05407183127457813, 9: 0.05471100027707142, 10: 0.05503978398296392, 11: 0.05717122556917206, 12: 0.054306168794182756, 13: 0.06215393498765507, 14: 0.05967932347233694, 15: 0.05454050631378738, 16: 0.05717942428937284, 17: 0.057459206956006335}",0.054423338,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11], [12], [13], [14], [15], [16], [17]]",4,0,Metz,20
55,3779,[ 0.  0.  0.  1.  0.  0.  0.  1.  2.  2.  1.  0.  2.  3.  2.  4. 10.  2.],[0. 0. 0. 1. 0. 0. 1. 1. 2. 3. 3. 1. 3. 3. 2. 5. 0. 5.],3.333333333,1,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0, 12: 0.20833333333333331, 13: 0.07571335803467248, 14: 0.25, 15: 0.10652916741699142, 16: 0, 17: 0.0125}",0.036281992,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.07720588235294118, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.04411764705882353, 7: 0.08823529411764706, 8: 0.13602941176470587, 9: 0.14705882352941177, 10: 0.125, 11: 0.04411764705882353, 12: 0.04779411764705882, 13: 0.15441176470588236, 14: 0.0661764705882353, 15: 0.17279411764705882, 16: 0.04779411764705882, 17: 0.0661764705882353}",0.068627451,"{0: 0.04672623186866595, 1: 0.04672623186866595, 2: 0.04672623186866595, 3: 0.05443054696234349, 4: 0.04672623186866595, 5: 0.04672623186866595, 6: 0.05526278558252172, 7: 0.05526278558252172, 8: 0.06366611266988581, 9: 0.0705441161907931, 10: 0.0661804970795067, 11: 0.05443054696234349, 12: 0.058501801697732794, 13: 0.0650048528120879, 14: 0.059036543482639606, 15: 0.05892838077526742, 16: 0.04672623186866595, 17: 0.05839363899036061}",0.055262786,2,"[[10, 13], [14, 17]]",4,0,Strasbourg,15
47,3780,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  3.  0.  2.  9.  2.  2. 13.  1.],[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  4.  1.  2. 11.  3.  7.  1.  3.],3.777777778,0,0.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.34422495703074085, 10: 0.17086406244439017, 11: 0, 12: 0.34422495703074085, 13: 0.05184277303552219, 14: 0.17789875642072953, 15: 0.02706681666019232, 16: 0, 17: 0.06057068642773799}",0.065371834,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.003676470588235294, 7: 0.003676470588235294, 8: 0.003676470588235294, 9: 0.04411764705882353, 10: 0.04411764705882353, 11: 0.029411764705882353, 12: 0.04411764705882353, 13: 0.12316176470588236, 14: 0.04411764705882353, 15: 0.007352941176470588, 16: 0.03308823529411765, 17: 0.029411764705882353}",0.023999183,"{0: 0.05026116237727572, 1: 0.05026116237727572, 2: 0.05026116237727572, 3: 0.05026116237727572, 4: 0.05026116237727572, 5: 0.05026116237727572, 6: 0.05026116237727572, 7: 0.05026116237727572, 8: 0.05026116237727572, 9: 0.05778941826697584, 10: 0.062264194251961516, 11: 0.05223118684957014, 12: 0.05778941826697584, 13: 0.09217211175062393, 14: 0.05495610854379479, 15: 0.06690518703234402, 16: 0.051016059599205944, 17: 0.0525258540430664}",0.050638611,3,"[[13, 9, 12]]",4,0,Toulouse,18
51,3782,[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  2.  3.  0.  2. 14.  1.],[0. 0. 0. 2. 1. 0. 0. 1. 0. 1. 0. 0. 4. 3. 0. 4. 5. 3.],2.666666667,0,0.5,"{0: 0, 1: 0, 2: 0, 3: 0.2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.07645668419946999, 13: 0.0, 14: 0, 15: 0.0, 16: 0.15580180301148736, 17: 0.06057068642773799}",0.027379399,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.011029411764705883, 4: 0.025735294117647058, 5: 0.003676470588235294, 6: 0.003676470588235294, 7: 0.014705882352941176, 8: 0.003676470588235294, 9: 0.04411764705882353, 10: 0.003676470588235294, 11: 0.003676470588235294, 12: 0.05514705882352941, 13: 0.05514705882352941, 14: 0.003676470588235294, 15: 0.025735294117647058, 16: 0.03308823529411765, 17: 0.025735294117647058}",0.017973856,"{0: 0.05194313708297406, 1: 0.05194313708297406, 2: 0.05194313708297406, 3: 0.066584539582676, 4: 0.060880381899516355, 5: 0.05194313708297406, 6: 0.05194313708297406, 7: 0.055147207319617225, 8: 0.05194313708297406, 9: 0.057243536105679844, 10: 0.05194313708297406, 11: 0.05194313708297406, 12: 0.06789805186594253, 13: 0.0615670388511328, 14: 0.05194313708297406, 15: 0.054397003542889594, 16: 0.05501047015786848, 17: 0.05378353692791071}",0.052863337,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11], [12], [13], [14], [15], [16], [17]]",4,1,Saint-\u00c9tienne,7
56,3783,[0. 0. 0. 1. 1. 0. 3. 0. 1. 4. 1. 0. 3. 5. 2. 1. 7. 1.],[0. 0. 0. 1. 1. 0. 4. 2. 1. 3. 2. 1. 3. 6. 2. 1. 1. 2.],3.333333333,1,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.21916337707895306, 7: 0.0, 8: 0, 9: 0.4656167543306833, 10: 0.39685026299204984, 11: 0, 12: 0.41666666666666663, 13: 0.18832675415790606, 14: 0.3149802624737183, 15: 0, 16: 0, 17: 0.3149802624737183}",0.12869913,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.11764705882352941, 4: 0.09191176470588236, 5: 0.003676470588235294, 6: 0.13602941176470587, 7: 0.04779411764705882, 8: 0.058823529411764705, 9: 0.17647058823529413, 10: 0.051470588235294115, 11: 0.011029411764705883, 12: 0.17647058823529413, 13: 0.15073529411764705, 14: 0.051470588235294115, 15: 0.04779411764705882, 16: 0.051470588235294115, 17: 0.04411764705882353}",0.068218954,"{0: 0.0399432214174187, 1: 0.0399432214174187, 2: 0.0399432214174187, 3: 0.049484041023887045, 4: 0.059261069887159595, 5: 0.0399432214174187, 6: 0.07331814547519475, 7: 0.07171433755101504, 8: 0.06307774523156665, 9: 0.07322567547625228, 10: 0.05670812982397441, 11: 0.04866087561349017, 12: 0.058267205304788856, 13: 0.1073587228446599, 14: 0.0446615967897034, 15: 0.047525563415368656, 16: 0.04230240910356105, 17: 0.0446615967897034}",0.049072458,2,"[[10, 13]]",4,0,Caen,16
